,word,count
1754,fuse,905
1755,fused,474
1756,fut,1369
1757,future,1208
1758,fy,1565
1759,fyi,474
1760,ga,31195
1761,gag,831
1762,gage,677
1763,gai,7770
1764,gain,7744
1765,gains,5034
1766,gal,2827
1767,gall,498
1768,game,694
1769,gan,6072
1770,gar,3128
1771,gard,1338
1772,gas,815
1773,gat,6146
1774,gate,1188
1775,gather,378
1776,gato,365
1777,gator,347
1778,gave,607
1779,gay,288
1780,gaz,418
1781,gazi,373
1782,ge,64172
1783,ged,5223
1784,gee,760
1785,gees,465
1786,gel,1211
1787,gem,873
1788,gen,10175
1789,genc,2905
1790,gence,1234
1791,gender,340
1792,gene,2505
1793,genera,2015
1794,general,1119
1795,generation,541
1796,gent,1667
1797,gents,718
1798,geo,648
1799,ger,7232
1800,gers,846
1801,gest,2631
1802,gested,322
1803,get,9395
1804,geth,1070
1805,gets,1023
1806,gett,1033
1807,gettin,1021
1808,getting,1018
1809,gg,5924
1810,gh,36284
1811,gha,962
1812,ghani,394
1813,ghb,521
1814,ghe,1376
1815,gho,755
1816,ght,21415
1817,gi,21852
1818,gia,643
1819,gic,2051
1820,gin,7347
1821,gina,1228
1822,ging,3059
1823,gini,304
1824,ginia,269
1825,ginni,558
1826,ginning,558
1827,girl,650
1828,gis,1439
1829,gist,955
1830,git,976
1831,giv,3774
1832,give,3112
1833,given,1404
1834,givi,651
1835,givin,650
1836,giving,649
1837,gl,8880
1838,gle,2482
1839,gli,1067
1840,gling,250
1841,glo,2590
1842,glob,2225
1843,global,2044
1844,gly,1775
1845,gm,918
1846,gn,15338
1847,gna,1158
1848,gnat,444
1849,gni,2358
1850,go,28173
1851,goa,649
1852,goal,543
1853,goes,789
1854,goi,4157
1855,goin,4141
1856,going,4137
1857,gol,1540
1858,gold,1377
1859,gon,1707
1860,gone,515
1861,goo,2973
1862,good,2862
1863,gor,566
1864,got,2528
1865,gov,6900
1866,gove,6603
1867,govern,6585
1868,governmen,6171
1869,government,6168
1870,governo,154
1871,governor,147
1872,gr,26356
1873,gra,8262
1874,grad,731
1875,gram,1732
1876,grams,416
1877,gran,1994
1878,grand,495
1879,grant,1408
1880,grants,777
1881,graph,1012
1882,gre,9855
1883,great,2457
1884,greater,446
1885,greed,477
1886,green,343
1887,gress,3559
1888,gro,6433
1889,ground,1514
1890,group,2885
1891,groups,1172
1892,grow,1585
1893,growin,506
1894,growing,506
1895,growth,532
1896,gs,8002
1897,gt,3437
1898,gu,11439
1899,guard,347
1900,gui,1471
1901,guide,359
1902,gul,1384
1903,gula,1267
1904,gulati,439
1905,gum,446
1906,gun,1528
1907,gus,886
1908,gust,652
1909,guy,694
1910,ha,181089
1911,hab,878
1912,hack,763
1913,hae,1004
1914,hai,1685
1915,hair,1084
1916,hal,3353
1917,half,1085
1918,hall,1309
1919,halle,714
1920,ham,1712
1921,hamm,351
1922,hamp,239
1923,han,18768
1924,hand,2803
1925,hands,612
1926,hang,4611
1927,hanged,562
1928,hanging,392
1929,hani,714
1930,hank,1044
1931,hanks,584
1932,hap,4857
1933,happ,3290
1934,happen,2754
1935,happened,794
1936,happens,563
1937,happy,414
1938,har,9908
1939,hara,884
1940,hard,2048
1941,hare,2106
1942,hared,362
1943,hari,644
1944,harm,969
1945,hat,80088
1946,hate,1408
1947,hav,25001
1948,hb,701
1949,hbo,537
1950,hd,600
1951,head,2893
1952,heal,2326
1953,health,2068
1954,hear,2478
1955,heard,663
1956,hearing,285
1957,heart,927
1958,heat,679
1959,heav,827
1960,heck,1096
1961,hed,5778
1962,hee,1143
1963,heir,14746
1964,hel,6285
1965,held,831
1966,hell,1011
1967,helm,404
1968,help,3044
1969,helped,416
1970,hem,10228
1971,heme,449
1972,hems,1189
1973,hen,15714
1974,hersel,375
1975,hes,9550
1976,hese,6366
1977,het,2347
1978,hether,1415
1979,hey,21750
1980,hi,117571
1981,hib,478
1982,hic,12140
1983,hid,644
1984,high,3348
1985,higher,656
1986,highly,451
1987,hil,9548
1988,hile,4838
1989,hill,491
1990,hin,27295
1991,hina,1784
1992,hind,1355
1993,hine,1730
1994,hines,1072
1995,hing,15641
1996,hip,3406
1997,hips,560
1998,hire,417
1999,hist,2796
2000,historic,537
2001,history,1579
2002,hit,5241
2003,hite,4107
2004,hm,2347
2005,hn,4281
2006,ho,76130
2007,hoc,770
2008,hock,708
2009,hod,681
2010,hoe,418
2011,hoi,998
2012,hold,1920
2013,holding,493
2014,hole,1480
2015,hom,3350
2016,homa,360
2017,home,2017
2018,homes,315
2019,hon,2567
2020,hone,1466
2021,honor,320
2022,hoo,4063
2023,hood,819
2024,hoose,521
2025,hoot,756
2026,hooting,413
2027,hop,2139
2028,hope,1294
2029,hor,5536
2030,hort,1269
2031,hos,7762
2032,hose,6130
2033,hosp,474
2034,hospita,430
2035,hospital,426
2036,host,899
2037,hot,2581
2038,hough,3879
2039,hould,4331
2040,hour,1004
2041,hours,638
2042,house,1103
2043,hout,3069
2044,howe,1440
2045,however,904
2046,hr,13633
2047,hra,555
2048,hs,3009
2049,ht,24156
2050,hte,2068
2051,htin,937
2052,http,1491
2053,https,643
2054,hu,9761
2055,hug,778
2056,huge,570
2057,hum,3054
2058,huma,2653
2059,human,2637
2060,humani,717
2061,hun,1155
2062,hund,692
2063,hundred,640
2064,hundreds,450
2065,hus,1426
2066,husband,474
2067,hut,540
2068,hw,700
2069,hwa,366
2070,hy,7782
2071,ia,65407
2072,iab,797
2073,iam,991
2074,ian,16368
2075,ib,15327
2076,iba,337
2077,ibi,2017
2078,ic,125119
2079,ically,3095
2080,ican,12839
2081,icat,3713
2082,ice,15650
2083,iced,401
2084,ices,2138
2085,ich,14892
2086,ichael,914
2087,ici,10633
2088,icia,4535
2089,ick,5320
2090,icke,1100
2091,ico,1305
2092,ics,3511
2093,icu,2510
2094,icy,2342
2095,id,65567
2096,ida,5433
2097,ide,32569
2098,idea,1579
2099,ideas,371
2100,identified,308
2101,ideo,2649
2102,ides,1475
2103,idg,569
2104,idi,1978
2105,iding,851
2106,ido,638
2107,ids,1023
2108,ie,60809
2109,ied,5917
2110,ies,20008
2111,ife,4620
2112,iff,3642
2113,ifo,1053
2114,ig,53278
2115,ige,2316
2116,igi,2692
2117,ign,12973
2118,ij,739
2119,ik,15790
2120,ika,601
2121,ike,11838
2122,ikes,685
2123,iki,1952
2124,il,104607
2125,ila,2715
2126,ile,11600
2127,iles,1123
2128,ilia,1831
2129,ilian,1036
2130,ilie,532
2131,ill,46944
2132,illary,10371
2133,illed,1300
2134,illegal,1009
2135,ills,816
2136,ils,4098
2137,ily,4535
2138,im,50855
2139,ima,5556
2140,image,690
2141,imm,2761
2142,immediate,722
2143,immediately,541
2144,immig,1023
2145,immigrant,552
2146,immigrants,423
2147,immigration,457
2148,imo,751
2149,impact,519
2150,imply,1192
2151,import,2125
2152,important,1684
2153,improv,478
2154,improve,379
2155,ims,3077
2156,ina,14067
2157,inc,13565
2158,ince,4150
2159,incident,506
2160,incl,3580
2161,include,1373
2162,included,406
2163,includes,350
2164,including,2015
2165,income,419
2166,increase,1184
2167,increased,427
2168,increasing,625
2169,increasingly,338
2170,ind,13881
2171,inde,1934
2172,independent,562
2173,indica,689
2174,indicate,409
2175,individual,1056
2176,individuals,471
2177,indo,298
2178,industry,769
2179,ine,24367
2180,ines,5255
2181,inf,6844
2182,influence,875
2183,info,3605
2184,inform,2868
2185,informa,2363
2186,information,2233
2187,ing,158675
2188,inge,1058
2189,inger,679
2190,ingi,433
2191,ings,5536
2192,ini,10681
2193,init,1408
2194,initial,298
2195,ink,6917
2196,inking,896
2197,inks,573
2198,inn,2689
2199,inne,1000
2200,inner,721
2201,inning,1043
2202,ins,16759
2203,inside,903
2204,insist,366
2205,instead,861
2206,institut,570
2207,institution,500
2208,insurance,294
2209,int,42018
2210,inte,12140
2211,intel,1251
2212,intell,1208
2213,intelli,910
2214,intelligence,771
2215,intend,441
2216,intent,641
2217,inter,7878
2218,interes,2466
2219,interest,2436
2220,interests,750
2221,intern,1926
2222,international,1133
2223,interne,372
2224,internet,358
2225,interview,1117
2226,inton,15374
2227,intro,407
2228,invest,4243
2229,investiga,3274
2230,investigation,2235
2231,investment,458
2232,investor,261
2233,involve,1177
2234,involved,743
2235,io,122961
2236,ion,104964
2237,iona,10977
2238,ione,1497
2239,ions,20692
2240,iot,1210
2241,iou,7190
2242,ious,6840
2243,ip,12467
2244,ipa,1230
2245,ips,930
2246,iq,1077
2247,ir,51264
2248,ira,1871
2249,irc,1570
2250,ird,1299
2251,ire,12115
2252,ired,2025
2253,iri,1631
2254,irin,544
2255,irl,1084
2256,irls,322
2257,irm,2058
2258,irma,668
2259,iron,1097
2260,irp,241
2261,irr,723
2262,irs,5610
2263,isa,2534
2264,isco,1792
2265,ise,8742
2266,iser,752
2267,ish,10312
2268,isi,6978
2269,isis,930
2270,isl,936
2271,isla,603
2272,ism,6182
2273,iso,2931
2274,ison,1570
2275,isp,1615
2276,isr,455
2277,iss,7075
2278,isse,637
2279,issu,2481
2280,issue,2383
2281,issued,307
2282,issues,1037
2283,ist,31936
2284,ister,1635
2285,isto,3050
2286,istory,1793
2287,itai,505
2288,itc,978
2289,itch,918
2290,ite,19246
2291,ites,1905
2292,ith,36455
2293,ithe,1564
2294,iti,26177
2295,itin,1767
2296,itn,630
2297,ito,2532
2298,itt,7184
2299,ittle,1622
2300,ity,18360
2301,iu,2069
2302,iv,43464
2303,ive,30271
2304,ively,1538
2305,iver,3539
2306,ivers,2210
2307,ives,3732
2308,ivo,522
2309,ix,2275
2310,iz,12419
2311,iza,3021
2312,ize,7336
2313,ja,1497
2314,je,4720
2315,ji,799
2316,jo,7752
2317,job,1757
2318,jobs,768
2319,joi,1050
2320,join,1017
2321,joined,246
2322,jour,1340
2323,journal,1141
2324,journalist,848
2325,journalists,409
2326,joy,566
2327,ju,11234
2328,jud,996
2329,judge,527
2330,jury,448
2331,jus,7940
2332,justic,828
2333,justice,827
2334,ka,3327
2335,ke,48163
2336,ked,6940
2337,kee,2164
2338,keep,1995
2339,ken,2981
2340,kept,542
2341,ker,4133
2342,kes,3493
2343,key,1620
2344,kh,490
2345,ki,22387
2346,kid,747
2347,kids,413
2348,kil,3175
2349,kill,2244
2350,killed,889
2351,killin,494
2352,killing,493
2353,kin,15105
2354,kind,1340
2355,king,12812
2356,kl,2084
2357,kla,304
2358,kly,915
2359,kn,8930
2360,knew,554
2361,know,7495
2362,knowled,799
2363,knowledge,742
2364,known,1643
2365,knows,585
2366,ko,2285
2367,kot,765
2368,kr,1996
2369,kt,649
2370,ku,569
2371,ky,1289
2372,la,92524
2373,lab,1981
2374,labor,612
2375,lac,8071
2376,lace,3824
2377,laced,588
2378,laces,458
2379,lack,3670
2380,lad,1244
2381,lag,1264
2382,lage,444
2383,lah,444
2384,lai,5493
2385,lain,2255
2386,laine,579
2387,lam,3175
2388,lame,974
2389,lan,12146
2390,lance,932
2391,land,3978
2392,lands,627
2393,lane,1435
2394,lang,601
2395,language,508
2396,lann,733
2397,lant,1248
2398,lap,1355
2399,laps,766
2400,lapse,702
2401,lar,21178
2402,large,2282
2403,largely,373
2404,larges,456
2405,largest,444
2406,lars,903
2407,lary,10571
2408,las,7241
2409,lash,522
2410,lass,2535
2411,lassi,848
2412,last,3236
2413,lat,14071
2414,late,6029
2415,lated,2038
2416,later,1241
2417,lates,995
2418,latest,718
2419,latin,575
2420,lating,538
2421,lau,1782
2422,laugh,527
2423,launc,741
2424,launch,741
2425,law,4126
2426,laws,1005
2427,lawsuit,244
2428,lawyer,407
2429,lawyers,197
2430,lay,3145
2431,layed,477
2432,layer,387
2433,layers,235
2434,laying,424
2435,lays,346
2436,lb,844
2437,ld,52926
2438,ldn,1077
2439,lds,930
2440,le,148570
2441,lea,18629
2442,lead,4100
2443,leader,2059
2444,leaders,1358
2445,leadership,478
2446,leading,738
2447,league,281
2448,leak,1389
2449,leaks,891
2450,lean,840
2451,lear,5602
2452,learn,1210
2453,learned,505
2454,lease,2529
2455,leased,952
2456,least,1729
2457,leave,986
2458,leaving,382
2459,leb,855
2460,led,12519
2461,ledge,1058
2462,lee,1135
2463,lef,2270
2464,left,2164
2465,leg,6165
2466,lega,2891
2467,legal,2201
2468,legislation,181
2469,lei,368
2470,lem,4229
2471,lems,890
2472,len,6072
2473,leng,895
2474,lent,1888
2475,lep,1149
2476,les,13895
2477,less,5290
2478,lest,1142
2479,let,5506
2480,lete,1774
2481,lets,432
2482,lett,1240
2483,lette,1045
2484,letter,1020
2485,lev,2848
2486,leve,1800
2487,level,1516
2488,levels,521
2489,levi,444
2490,levis,386
2491,lex,1099
2492,ley,975
2493,lg,930
2494,li,144696
2495,lia,5335
2496,liam,739
2497,liar,550
2498,liat,561
2499,lib,2510
2500,liber,2054
2501,liberal,1197
2502,lic,18322
2503,lice,2953
2504,lick,768
2505,lid,1256
2506,lie,9775
2507,lied,786
2508,lief,681
2509,lien,730
2510,lier,968
2511,lies,2462
2512,liev,3296
2513,life,3040
2514,liga,814
2515,light,2129
2516,like,9686
2517,likely,1764
2518,lim,3803
2519,lima,587
2520,limit,786
2521,lin,33283
2522,lina,428
2523,line,5098
2524,lined,399
2525,lines,1099
2526,ling,9221
2527,lings,462
2528,link,1066
2529,lint,15462
2530,linton,15301
2531,lion,5306
2532,lions,1449
2533,lip,1078
2534,lipp,389
2535,lis,11925
2536,list,4995
2537,liste,682
2538,listen,483
2539,lists,1121
2540,lit,21460
2541,lite,1899
2542,liter,571
2543,little,1454
2544,liv,4644
2545,live,3553
2546,liver,719
2547,lives,969
2548,livin,900
2549,living,899
2550,liz,3250
2551,liza,1054
2552,lk,4115
2553,llega,1432
2554,lls,3803
2555,lm,4109
2556,lme,533
2557,lmost,1176
2558,ln,864
2559,lo,57090
2560,loa,971
2561,lob,3116
2562,lobb,361
2563,loc,3661
2564,local,1083
2565,lock,1554
2566,locke,289
2567,log,4655
2568,logic,1195
2569,logical,1046
2570,loma,400
2571,lon,7275
2572,lone,787
2573,long,5301
2574,longer,859
2575,loo,5522
2576,look,3531
2577,looked,327
2578,lookin,798
2579,looking,797
2580,looks,463
2581,lop,1776
2582,lora,498
2583,lore,328
2584,lori,861
2585,los,6774
2586,lose,3078
2587,losing,445
2588,loss,610
2589,lost,859
2590,lot,3277
2591,lots,584
2592,lou,1260
2593,loud,399
2594,love,1412
2595,low,10158
2596,lowe,2733
2597,lower,1244
2598,lowers,470
2599,lowing,1691
2600,lows,651
2601,lp,3758
2602,lr,2349
2603,lse,2227
2604,lt,19275
2605,lthough,868
2606,lu,17645
2607,luc,576
2608,lue,2735
2609,lun,841
2610,lure,513
2611,lute,758
2612,lva,364
2613,ly,75923
2614,lyi,826
2615,lyin,823
2616,lying,817
2617,lyn,360
2618,mac,2450
2619,maca,489
2620,mach,913
2621,machi,768
2622,machine,720
2623,mad,3615
2624,made,3112
2625,mag,3648
2626,magi,1054
2627,mai,10446
2628,mail,6345
2629,mails,2884
2630,main,3955
2631,mains,1555
2632,mainstrea,963
2633,mainstream,963
2634,maintain,612
2635,maj,2143
2636,major,2121
2637,majority,778
2638,mak,6346
2639,make,4974
2640,maker,399
2641,makers,274
2642,makes,965
2643,maki,1311
2644,makin,1311
2645,making,1305
2646,mal,4322
2647,male,762
2648,mali,518
2649,mall,1545
2650,man,22085
2651,mana,1113
2652,manage,931
2653,manager,264
2654,mance,196
2655,manda,492
2656,mane,419
2657,mani,1685
2658,mann,426
2659,mans,620
2660,mant,416
2661,manu,501
2662,many,5506
2663,mar,6276
2664,mari,924
2665,mark,2706
2666,marke,1764
2667,market,1495
2668,markets,416
2669,marks,322
2670,marr,484
2671,mart,544
2672,mary,514
2673,mas,3611
2674,mass,1901
2675,massi,850
2676,massiv,811
2677,massive,810
2678,mat,10460
2679,mate,3286
2680,mated,318
2681,mater,677
2682,materia,652
2683,material,649
2684,mates,215
2685,mati,4434
2686,matic,1121
2687,matt,1677
2688,matte,1606
2689,matter,1605
2690,may,4291
2691,maybe,434
2692,mayo,108
2693,mayor,103
2694,maz,485
2695,mb,15905
2696,mba,1640
2697,mbas,496
2698,mbe,9223
2699,mbl,902
2700,mea,4622
2701,mean,3337
2702,meaning,462
2703,means,1359
2704,meant,440
2705,measure,590
2706,med,12127
2707,medi,6761
2708,media,5116
2709,mediate,787
2710,medic,1127
2711,medical,634
2712,mee,1211
2713,meet,1181
2714,meeting,802
2715,mel,1687
2716,mem,3556
2717,member,2674
2718,members,1255
2719,memo,676
2720,men,40540
2721,mend,1144
2722,ment,33906
2723,mental,1441
2724,mente,946
2725,mention,850
2726,ments,5515
2727,meo,1179
2728,mer,19740
2729,mera,369
2730,merge,829
2731,merica,12045
2732,merican,7882
2733,mericans,2597
2734,mero,487
2735,mers,785
2736,mes,10120
2737,mess,1181
2738,messa,913
2739,message,867
2740,mest,502
2741,met,4862
2742,meth,2460
2743,mf,526
2744,mi,57825
2745,mic,4740
2746,mica,771
2747,mid,1558
2748,middle,513
2749,mie,1018
2750,mig,3809
2751,might,2014
2752,migrant,983
2753,migrants,689
2754,migration,660
2755,mil,11491
2756,mila,936
2757,mile,556
2758,miles,340
2759,mili,4681
2760,milia,425
2761,milita,3479
2762,militar,3176
2763,military,2829
2764,mill,3207
2765,milli,2969
2766,million,2941
2767,millions,978
2768,min,19456
2769,mina,4067
2770,minati,1081
2771,mind,1812
2772,mine,2565
2773,mined,416
2774,ming,4924
2775,mini,3452
2776,minis,2619
2777,minister,348
2778,ministra,1716
2779,ministration,1576
2780,minor,573
2781,minori,385
2782,minute,635
2783,minutes,397
2784,mir,1203
2785,mis,7145
2786,mise,1360
2787,miss,2854
2788,missile,666
2789,mission,1412
2790,mist,1305
2791,mista,532
2792,mistake,496
2793,mit,5564
2794,mitt,2122
2795,ml,920
2796,mm,16556
2797,mma,1444
2798,mme,6010
2799,mmigration,556
2800,mmo,1851
2801,mn,1529
2802,mni,340
2803,mo,53755
2804,mob,416
2805,moc,4988
2806,mocrat,3986
2807,mod,2161
2808,mode,1719
2809,model,432
2810,modern,717
2811,mom,1098
2812,moment,930
2813,mon,11191
2814,mone,3020
2815,money,2583
2816,mong,1598
2817,mons,943
2818,mont,2245
2819,month,2088
2820,months,1072
2821,moo,427
2822,mor,13640
2823,mora,804
2824,moral,668
2825,morn,532
2826,mornin,529
2827,morning,527
2828,mos,7369
2829,mostly,367
2830,mot,2500
2831,moth,645
2832,mother,576
2833,motion,585
2834,motiv,353
2835,mou,2999
2836,mount,1266
2837,mous,1216
2838,move,3274
2839,moved,643
2840,movement,1046
2841,movie,392
2842,movin,538
2843,moving,536
2844,mp,49849
2845,mpa,8730
2846,mpac,603
2847,mph,549
2848,mpla,690
2849,mpr,1572
2850,mps,838
2851,ms,12329
2852,mself,892
2853,mu,13076
2854,much,3489
2855,mul,1613
2856,multi,908
2857,multiple,427
2858,mun,3153
2859,murder,752
2860,mus,2716
2861,music,246
2862,must,1918
2863,mys,594
2864,na,62768
2865,nab,1630
2866,nabl,1123
2867,nad,1126
2868,nada,511
2869,nag,1518
2870,nai,724
2871,nal,23542
2872,naly,1162
2873,nam,2868
2874,name,2123
2875,named,489
2876,names,384
2877,nan,3532
2878,nance,731
2879,nap,399
2880,nar,2840
2881,narr,564
2882,nary,961
2883,nas,581
2884,nat,15925
2885,nate,3419
2886,nation,8492
2887,national,3718
2888,nations,1148
2889,nativ,846
2890,native,819
2891,nato,639
2892,natur,1532
2893,natural,816
2894,nature,712
2895,nb,1095
2896,nc,58261
2897,nca,501
2898,nce,32437
2899,nci,6259
2900,ncil,770
2901,ncis,219
2902,nco,2780
2903,ncome,437
2904,ncr,2446
2905,nd,208932
2906,nda,7986
2907,nde,19115
2908,ndi,13291
2909,ndl,1574
2910,ndr,1860
2911,nds,7415
2912,ne,115398
2913,nea,2280
2914,near,1761
2915,nearly,694
2916,nec,2469
2917,nece,927
2918,necessary,602
2919,ned,12668
2920,nee,5699
2921,need,4263
2922,needed,574
2923,needs,981
2924,nef,1303
2925,nei,853
2926,neighbor,441
2927,neighborhood,209
2928,nel,1699
2929,nell,226
2930,nem,1216
2931,nent,1507
2932,neo,1078
2933,nera,3401
2934,nes,13283
2935,ness,5263
2936,nest,854
2937,net,4224
2938,network,566
2939,neu,676
2940,nev,3183
2941,neve,2853
2942,never,2804
2943,new,8477
2944,news,2835
2945,newspaper,377
2946,nex,2277
2947,next,1872
2948,nf,14372
2949,nfa,585
2950,nfl,2833
2951,ng,188765
2952,nga,1034
2953,ngo,644
2954,ngr,2991
2955,ngs,6231
2956,nh,1405
2957,nha,628
2958,ni,57418
2959,nia,4299
2960,nial,592
2961,nian,1627
2962,nic,4642
2963,nie,2949
2964,nies,1076
2965,nif,1636
2966,nigh,1369
2967,night,1359
2968,nin,11970
2969,ning,11176
2970,nior,667
2971,nip,802
2972,nis,8095
2973,nist,5214
2974,nit,10151
2975,nite,4038
2976,niv,1776
2977,nj,1600
2978,nk,13924
2979,nl,10631
2980,nm,8397
2981,nme,8007
2982,nn,15752
2983,nnu,344
2984,noi,465
2985,nom,5472
2986,nomi,3503
2987,nominee,696
2988,non,3143
2989,none,447
2990,nore,878
2991,nori,561
2992,norm,938
2993,norma,620
2994,normal,594
2995,north,534
2996,nos,894
2997,note,1422
2998,noted,533
2999,nothe,2983
3000,nother,2977
3001,nothin,1556
3002,nothing,1556
3003,notice,431
3004,nou,3651
3005,noun,1411
3006,nounced,724
3007,nov,456
3008,np,1098
3009,npr,516
3010,nr,1328
3011,ns,88873
3012,nsa,1213
3013,nsc,1110
3014,nsf,777
3015,nside,2897
3016,nso,1712
3017,nsw,992
3018,nt,191259
3019,nted,4072
3020,nth,3599
3021,ntis,727
3022,nts,15968
3023,ntu,1975
3024,nu,12582
3025,nuclear,1683
3026,nui,482
3027,num,2694
3028,numb,2111
3029,number,2086
3030,numbers,575
3031,nus,522
3032,nut,1365
3033,nv,11588
3034,nvic,322
3035,nw,1258
3036,nwa,473
3037,ny,20160
3038,nyo,1314
3039,nyone,1294
3040,nyt,1386
3041,nz,751
3042,oach,756
3043,oar,1061
3044,oas,555
3045,oat,853
3046,ob,19465
3047,oba,3879
3048,obe,4849
3049,ober,3629
3050,obi,887
3051,object,800
3052,obs,2039
3053,obvious,694
3054,oc,28577
3055,oca,2974
3056,ocal,1353
3057,occ,1881
3058,occur,703
3059,oce,2530
3060,och,711
3061,oci,5102
3062,oco,762
3063,ocracy,911
3064,ocrat,4112
3065,oct,950
3066,octors,394
3067,od,26272
3068,odd,487
3069,ode,4471
3070,oder,1312
3071,odes,1645
3072,ody,2338
3073,offen,630
3074,offer,1193
3075,offered,311
3076,office,2432
3077,officer,1085
3078,officers,609
3079,official,2530
3080,officials,1361
3081,oft,1544
3082,often,1125
3083,og,13156
3084,oga,697
3085,ogan,435
3086,oge,1679
3087,ogis,409
3088,ogle,450
3089,ogn,910
3090,ogni,873
3091,ogre,972
3092,ogres,969
3093,oh,3770
3094,ohn,2345
3095,oi,17831
3096,oic,1498
3097,oil,1708
3098,ois,933
3099,ok,12696
3100,oked,743
3101,ol,66198
3102,ola,2515
3103,old,10997
3104,olde,750
3105,older,405
3106,oldie,533
3107,olds,483
3108,ole,5851
3109,oles,581
3110,olice,2586
3111,olin,618
3112,olina,315
3113,olle,2618
3114,olli,737
3115,olly,507
3116,ollywood,373
3117,olor,731
3118,om,94296
3119,oma,3564
3120,oman,1688
3121,omas,301
3122,omb,2809
3123,ome,27592
3124,omen,3498
3125,omeone,1113
3126,omer,444
3127,omm,10913
3128,oms,698
3129,ona,18731
3130,onc,5131
3131,onde,1726
3132,onder,855
3133,one,27754
3134,ones,2543
3135,ong,12900
3136,ongs,433
3137,onlin,493
3138,online,491
3139,ono,5317
3140,ons,38020
3141,onside,1817
3142,ont,17152
3143,ontent,953
3144,onto,369
3145,oo,34535
3146,oof,532
3147,ook,9247
3148,oom,1378
3149,oops,587
3150,oot,2337
3151,op,44994
3152,opa,1240
3153,oped,483
3154,open,2362
3155,opened,415
3156,opening,424
3157,opera,2250
3158,operate,414
3159,operation,1191
3160,operations,457
3161,opi,2219
3162,opini,739
3163,opinion,729
3164,opm,678
3165,opp,3941
3166,oppo,2422
3167,opponent,322
3168,opportunity,444
3169,oppose,598
3170,opposition,507
3171,opr,524
3172,ops,1584
3173,opt,1116
3174,option,480
3175,ora,5992
3176,oral,1512
3177,oration,831
3178,orb,498
3179,orc,5689
3180,ord,12568
3181,orde,3806
3182,order,3471
3183,orders,826
3184,ore,24720
3185,orea,557
3186,org,4904
3187,organ,2270
3188,organization,1004
3189,organizations,463
3190,organize,453
3191,orig,1025
3192,origin,1011
3193,original,714
3194,orin,770
3195,ork,9097
3196,orkin,1586
3197,oro,1927
3198,orr,4591
3199,ort,25700
3200,orta,2718
3201,orwa,864
3202,os,54577
3203,osh,462
3204,osi,4776
3205,osp,1389
3206,oss,6372
3207,ost,16080
3208,osu,1294
3209,ot,79209
3210,ota,3063
3211,ote,16728
3212,oth,18213
3213,othe,13391
3214,others,1713
3215,othing,1830
3216,otin,2606
3217,oto,1810
3218,ots,1765
3219,ott,1916
3220,ou,169148
3221,ouch,463
3222,oud,771
3223,ought,2908
3224,ould,21217
3225,oun,25589
3226,ounce,1421
3227,ound,11432
3228,ous,17174
3229,ously,2129
3230,outs,1230
3231,outside,790
3232,ova,975
3233,oval,456
3234,ove,31524
3235,overage,285
3236,overs,1080
3237,overt,874
3238,ovid,1839
3239,ow,62222
3240,oward,1460
3241,owe,11244
3242,owed,1780
3243,owing,3210
3244,owl,1225
3245,owned,421
3246,owner,496
3247,owns,446
3248,ows,2694
3249,ox,2632
3250,oy,5563
3251,oye,1594
3252,oz,913
3253,pa,45134
3254,pac,2282
3255,pace,905
3256,pack,336
3257,pact,639
3258,pagan,862
3259,page,771
3260,pai,6844
3261,paid,729
3262,paign,4695
3263,pain,968
3264,paint,348
3265,pair,370
3266,pal,636
3267,pan,4462
3268,pane,303
3269,pap,1148
3270,pape,1119
3271,paper,1102
3272,par,16931
3273,para,2237
3274,pare,2795
3275,pared,694
3276,parent,1393
3277,parents,504
3278,pari,473
3279,park,359
3280,part,10221
3281,parti,2891
3282,partici,612
3283,participa,610
3284,particular,1014
3285,particularly,498
3286,partie,507
3287,parties,494
3288,partner,558
3289,partners,365
3290,parts,418
3291,party,1472
3292,pas,3580
3293,pass,1816
3294,passe,616
3295,passed,431
3296,past,1587
3297,pat,3555
3298,pate,480
3299,path,974
3300,patient,354
3301,patients,196
3302,pay,2375
3303,pe,74108
3304,pea,7841
3305,peace,1155
3306,peak,1750
3307,peake,259
3308,peaking,597
3309,pear,2403
3310,pears,740
3311,peat,699
3312,pee,1451
3313,pell,385
3314,pen,10345
3315,pend,2747
3316,pending,715
3317,pene,1358
3318,pens,1492
3319,pent,672
3320,peo,11243
3321,peopl,11200
3322,people,11199
3323,per,22290
3324,pera,3204
3325,percent,1963
3326,perf,1056
3327,perfect,484
3328,perform,469
3329,performance,169
3330,perhaps,595
3331,period,545
3332,perm,1022
3333,pers,4435
3334,perso,3054
3335,person,3053
3336,persona,1299
3337,personal,1212
3338,pert,1547
3339,pes,1098
3340,pet,1784
3341,petit,562
3342,petition,319
3343,ph,9236
3344,pha,1252
3345,phi,1354
3346,phil,495
3347,pho,2469
3348,phon,969
3349,phone,804
3350,photo,771
3351,photograph,196
3352,phys,826
3353,physical,582
3354,pi,19456
3355,pic,2852
3356,pica,358
3357,pick,489
3358,picture,470
3359,pid,982
3360,pie,1524
3361,piece,646
3362,pil,906
3363,pin,4506
3364,pine,356
3365,ping,2840
3366,pio,505
3367,pip,760
3368,pipe,739
3369,pir,2762
3370,piri,845
3371,pis,531
3372,piso,144
3373,pit,3135
3374,pita,1555
3375,pl,44263
3376,pla,13192
3377,place,3375
